,Unnamed: 0,Unnamed: 0.1,amount,change,close,high,low,open,pct_chg,pre_close,trade_date,ts_code,vol
0,,,274251.553,-0.09999999999999964,4.73,4.88,4.71,4.85,-2.0704,4.83,20200410,002340.SZ,572766.28
1,,,258331.281,-0.03000000000000025,4.83,4.92,4.82,4.91,-0.6173,4.86,20200409,002340.SZ,531889.81
2,,,425849.656,0.03000000000000025,4.86,4.92,4.77,4.81,0.6211,4.83,20200408,002340.SZ,879001.58
3,,,381116.965,0.15000000000000036,4.83,4.85,4.74,4.77,3.2051,4.68,20200407,002340.SZ,794883.71
0,0.0,,345763.70700000005,-0.15000000000000036,4.68,4.85,4.66,4.81,-3.1056,4.83,20200403,002340.SZ,730586.64
1,1.0,,279974.157,0.049999999999999815,4.83,4.83,4.71,4.74,1.046,4.78,20200402,002340.SZ,585224.35
2,2.0,,478712.86,0.1299999999999999,4.78,4.86,4.66,4.7,2.7957,4.65,20200401,002340.SZ,1000952.27
3,3.0,,220014.553,0.010000000000000677,4.65,4.73,4.62,4.7,0.2155,4.64,20200331,002340.SZ,470391.47
4,4.0,,285701.568,-0.11000000000000032,4.64,4.7,4.53,4.66,-2.3158,4.75,20200330,002340.SZ,619728.92
5,0.0,0.0,265482.882,-0.009999999999999787,4.75,4.85,4.73,4.82,-0.2101,4.76,20200327,002340.SZ,554900.77
6,1.0,1.0,324705.725,-0.07000000000000027,4.76,4.88,4.74,4.79,-1.4493,4.83,20200326,002340.SZ,675876.95
7,2.0,2.0,500434.239,0.08000000000000007,4.83,4.92,4.81,4.86,1.6842,4.75,20200325,002340.SZ,1030957.89
8,3.0,3.0,553127.497,0.2699999999999996,4.75,4.76,4.54,4.58,6.0268,4.48,20200324,002340.SZ,1189615.95
9,4.0,4.0,370873.455,-0.28999999999999915,4.48,4.64,4.45,4.59,-6.0797,4.77,20200323,002340.SZ,814335.28
10,5.0,5.0,336427.80700000003,0.07999999999999917,4.77,4.79,4.63,4.76,1.7058,4.69,20200320,002340.SZ,713180.51
11,6.0,6.0,407417.411,0.020000000000000462,4.69,4.72,4.55,4.65,0.4283,4.67,20200319,002340.SZ,877290.13
12,7.0,7.0,487162.829,-0.09999999999999963,4.67,4.9,4.66,4.82,-2.0964,4.77,20200318,002340.SZ,1016881.26
13,8.0,8.0,474318.415,0.009999999999999787,4.77,4.89,4.62,4.8,0.2101,4.76,20200317,002340.SZ,998468.76
14,9.0,9.0,608188.203,-0.1800000000000006,4.76,5.06,4.72,5.02,-3.6437,4.94,20200316,002340.SZ,1241380.18
15,10.0,10.0,678310.441,-0.10999999999999943,4.94,5.02,4.7,4.81,-2.1782,5.05,20200313,002340.SZ,1405432.7
16,11.0,11.0,536069.611,-0.15000000000000036,5.05,5.18,5.01,5.09,-2.8846,5.2,20200312,002340.SZ,1058419.6
17,12.0,12.0,662857.718,-0.20000000000000012,5.2,5.47,5.2,5.45,-3.7037,5.4,20200311,002340.SZ,1248652.37
18,13.0,13.0,753880.7940000001,0.040000000000000036,5.4,5.46,5.13,5.23,0.7463,5.36,20200310,002340.SZ,1424984.77
19,14.0,14.0,832010.7009999999,-0.2599999999999998,5.36,5.69,5.36,5.64,-4.6263,5.62,20200309,002340.SZ,1516154.3
20,15.0,15.0,756837.327,-0.11000000000000032,5.62,5.78,5.6,5.64,-1.9197,5.73,20200306,002340.SZ,1334029.19
21,16.0,16.0,1152164.154,0.23000000000000045,5.73,5.73,5.51,5.54,4.1818,5.5,20200305,002340.SZ,2047345.05
22,17.0,17.0,633318.331,0.01999999999999957,5.5,5.56,5.38,5.5,0.365,5.48,20200304,002340.SZ,1153701.41
23,18.0,18.0,985686.667,0.03000000000000025,5.48,5.63,5.42,5.52,0.5505,5.45,20200303,002340.SZ,1788393.08
24,19.0,19.0,862727.755,0.10000000000000052,5.45,5.47,5.32,5.4,1.8692,5.35,20200302,002340.SZ,1592248.98
25,20.0,20.0,1245876.39,-0.16000000000000014,5.35,5.63,5.25,5.3,-2.9038,5.51,20200228,002340.SZ,2300062.49
26,21.0,21.0,877686.402,-0.08999999999999986,5.51,5.67,5.47,5.64,-1.6071,5.6,20200227,002340.SZ,1587383.4
27,22.0,22.0,1233375.454,-0.21,5.6,5.78,5.6,5.71,-3.6145,5.81,20200226,002340.SZ,2173388.65
