,Unnamed: 0,Unnamed: 0.1,amount,change,close,high,low,open,pct_chg,pre_close,trade_date,ts_code,vol
0,,,64003.84,-0.1299999999999999,6.13,6.24,6.08,6.22,-2.0767,6.26,20200410,601958.SH,104022.75
1,,,81861.84,0.02999999999999936,6.26,6.31,6.17,6.26,0.4815,6.23,20200409,601958.SH,131023.27
2,,,50391.789,-0.009999999999999787,6.23,6.27,6.16,6.21,-0.1603,6.24,20200408,601958.SH,81201.57
3,,,69394.044,0.11000000000000032,6.24,6.25,6.16,6.21,1.7945,6.13,20200407,601958.SH,111697.65
0,0.0,,53209.942,-0.0600000000000005,6.13,6.23,6.1,6.16,-0.9693,6.19,20200403,601958.SH,86438.37
1,1.0,,71817.545,0.1200000000000001,6.19,6.19,6.01,6.05,1.9769,6.07,20200402,601958.SH,117113.53
2,2.0,,51906.44,0.020000000000000462,6.07,6.14,5.98,5.98,0.3306,6.05,20200401,601958.SH,85497.31
3,3.0,,68517.915,0.10999999999999943,6.05,6.13,5.93,6.0,1.8519,5.94,20200331,601958.SH,113773.53
4,4.0,,54450.97900000001,-0.14999999999999947,5.94,6.06,5.9,6.03,-2.4631,6.09,20200330,601958.SH,91439.06
5,0.0,0.0,50208.317,-0.009999999999999787,6.09,6.17,6.08,6.14,-0.1639,6.1,20200327,601958.SH,81941.01
6,1.0,1.0,59230.043,-0.10000000000000052,6.1,6.19,6.08,6.15,-1.6129,6.2,20200326,601958.SH,96505.27
7,2.0,2.0,80979.07400000001,0.1200000000000001,6.2,6.27,6.12,6.21,1.9737,6.08,20200325,601958.SH,130826.14
8,3.0,3.0,60313.155,0.16000000000000014,6.08,6.12,6.0,6.04,2.7027,5.92,20200324,601958.SH,99537.98
9,4.0,4.0,62783.491,-0.20000000000000012,5.92,6.05,5.9,6.0,-3.268,6.12,20200323,601958.SH,105290.87
10,5.0,5.0,61699.18700000001,0.1299999999999999,6.12,6.15,6.02,6.05,2.1703,5.99,20200320,601958.SH,101447.46
11,6.0,6.0,83591.645,0.0,5.99,6.06,5.86,5.96,0.0,5.99,20200319,601958.SH,140582.0
12,7.0,7.0,88323.023,-0.16999999999999993,5.99,6.21,5.99,6.16,-2.7597,6.16,20200318,601958.SH,144539.18
13,8.0,8.0,77308.228,0.07000000000000027,6.16,6.21,5.99,6.13,1.1494,6.09,20200317,601958.SH,126748.61
14,9.0,9.0,94624.622,-0.1900000000000004,6.09,6.35,6.07,6.3,-3.0255,6.28,20200316,601958.SH,152055.07
15,10.0,10.0,113121.034,-0.1200000000000001,6.28,6.35,6.09,6.14,-1.875,6.4,20200313,601958.SH,182501.0
16,11.0,11.0,86919.09300000001,-0.1299999999999999,6.4,6.46,6.35,6.43,-1.9908,6.53,20200312,601958.SH,135930.68
17,12.0,12.0,85990.914,-0.040000000000000036,6.53,6.61,6.52,6.6,-0.6088,6.57,20200311,601958.SH,130985.76
18,13.0,13.0,135415.52800000002,0.07000000000000027,6.57,6.6,6.34,6.41,1.0769,6.5,20200310,601958.SH,208776.12
19,14.0,14.0,159081.97400000002,-0.2599999999999998,6.5,6.68,6.48,6.68,-3.8462,6.76,20200309,601958.SH,242597.31
20,15.0,15.0,119784.044,-0.03000000000000025,6.76,6.8,6.7,6.7,-0.4418,6.79,20200306,601958.SH,177348.61
21,16.0,16.0,164603.416,0.16000000000000014,6.79,6.82,6.63,6.67,2.4133,6.63,20200305,601958.SH,244274.36
22,17.0,17.0,101545.688,0.01999999999999957,6.63,6.68,6.53,6.61,0.3026,6.61,20200304,601958.SH,153992.18
23,18.0,18.0,124722.772,0.010000000000000677,6.61,6.77,6.57,6.69,0.1515,6.6,20200303,601958.SH,186783.0
24,19.0,19.0,117386.673,0.15999999999999925,6.6,6.67,6.48,6.51,2.4845,6.44,20200302,601958.SH,178448.22
25,20.0,20.0,184794.302,-0.3799999999999999,6.44,6.69,6.4,6.68,-5.5718,6.82,20200228,601958.SH,283204.16
26,21.0,21.0,126210.064,-0.08999999999999986,6.82,6.95,6.78,6.91,-1.3025,6.91,20200227,601958.SH,184467.62
27,22.0,22.0,183505.286,0.03000000000000025,6.91,7.04,6.72,6.8,0.436,6.88,20200226,601958.SH,266395.35
28,23.0,23.0,203593.989,-0.17999999999999972,6.88,6.92,6.69,6.85,-2.5496,7.06,20200225,601958.SH,298058.11
29,24.0,24.0,144451.962,0.009999999999999787,7.06,7.16,6.95,7.09,0.1418,7.05,20200224,601958.SH,205186.99
30,25.0,25.0,158337.434,0.08000000000000007,7.05,7.13,6.95,6.96,1.1478,6.97,20200221,601958.SH,224928.27
31,26.0,26.0,123689.631,0.10999999999999943,6.97,6.98,6.83,6.86,1.6035,6.86,20200220,601958.SH,178975.18
32,27.0,27.0,248459.66600000003,-0.2599999999999998,6.86,7.05,6.84,7.01,-3.6517,7.12,20200219,601958.SH,358977.37
33,28.0,28.0,212680.89,-0.1200000000000001,7.12,7.23,7.08,7.22,-1.6575,7.24,20200218,601958.SH,298413.91
34,29.0,29.0,254355.493,0.009999999999999787,7.24,7.24,7.06,7.13,0.1383,7.23,20200217,601958.SH,356255.98
35,30.0,30.0,311993.42100000003,0.28000000000000025,7.23,7.49,6.86,6.9,4.0288,6.95,20200214,601958.SH,434645.76
36,31.0,31.0,205618.8,-0.0699999999999994,6.95,7.13,6.82,6.96,-0.9972,7.02,20200213,601958.SH,295179.5
37,32.0,32.0,242498.978,0.28999999999999915,7.02,7.12,6.65,6.68,4.3091,6.73,20200212,601958.SH,349988.88
38,33.0,33.0,113861.457,0.0600000000000005,6.73,6.78,6.64,6.67,0.8996,6.67,20200211,601958.SH,169788.41
39,34.0,34.0,119685.753,0.16999999999999993,6.67,6.68,6.45,6.5,2.6154,6.5,20200210,601958.SH,181666.65
40,35.0,35.0,97146.292,-0.049999999999999815,6.5,6.54,6.44,6.54,-0.7634,6.55,20200207,601958.SH,150017.89
41,36.0,36.0,110694.186,0.049999999999999815,6.55,6.58,6.42,6.5,0.7692,6.5,20200206,601958.SH,170274.46
42,37.0,37.0,116940.802,0.1299999999999999,6.5,6.62,6.4,6.41,2.0408,6.37,20200205,601958.SH,179544.4
43,38.0,38.0,139328.302,-0.1899999999999995,6.37,6.52,6.18,6.18,-2.8963,6.56,20200204,601958.SH,217865.01
44,39.0,39.0,48861.386,-0.7300000000000004,6.56,6.6,6.56,6.56,-10.0137,7.29,20200203,601958.SH,74476.0
45,40.0,40.0,98928.514,-0.2699999999999996,7.29,7.52,7.22,7.49,-3.5714,7.56,20200123,601958.SH,134377.18
46,41.0,41.0,80754.405,0.05999999999999961,7.56,7.59,7.34,7.49,0.8,7.5,20200122,601958.SH,108137.9
47,42.0,42.0,89069.451,-0.20000000000000012,7.5,7.69,7.5,7.68,-2.5974,7.7,20200121,601958.SH,117904.38
48,43.0,43.0,75431.163,-0.05999999999999961,7.7,7.71,7.63,7.7,-0.7732,7.76,20200120,601958.SH,98224.33
49,44.0,44.0,84825.98599999999,0.08000000000000007,7.76,7.78,7.63,7.68,1.0417,7.68,20200117,601958.SH,109851.41
50,45.0,45.0,103713.361,-0.10000000000000052,7.68,7.87,7.67,7.77,-1.2853,7.78,20200116,601958.SH,133961.57
51,46.0,46.0,144031.929,-0.22999999999999954,7.78,8.06,7.75,7.98,-2.8714,8.01,20200115,601958.SH,183847.44
52,47.0,47.0,190414.771,0.029999999999999364,8.01,8.22,7.95,7.95,0.3759,7.98,20200114,601958.SH,235243.77
53,48.0,48.0,108276.125,0.10000000000000052,7.98,7.99,7.79,7.85,1.269,7.88,20200113,601958.SH,137347.42
54,49.0,49.0,81931.133,-0.03000000000000025,7.88,8.04,7.85,7.92,-0.3793,7.91,20200110,601958.SH,103409.77
55,50.0,50.0,95351.478,0.0,7.91,8.0,7.82,7.95,0.0,7.91,20200109,601958.SH,120686.16
56,51.0,51.0,123752.495,-0.08999999999999986,7.91,8.08,7.82,8.02,-1.125,8.0,20200108,601958.SH,155712.27
57,52.0,52.0,111010.558,-0.05000000000000071,8.0,8.08,7.95,8.04,-0.6211,8.05,20200107,601958.SH,138696.26
58,53.0,53.0,157926.84900000002,0.0600000000000005,8.05,8.09,7.89,7.92,0.7509,7.99,20200106,601958.SH,196902.14
59,54.0,54.0,139623.77300000002,-0.08000000000000007,7.99,8.17,7.95,8.07,-0.9913,8.07,20200103,601958.SH,173745.47
60,55.0,55.0,141924.073,0.0600000000000005,8.07,8.14,8.01,8.05,0.7491,8.01,20200102,601958.SH,176016.45
61,56.0,56.0,121229.62,-0.07000000000000027,8.01,8.1,7.91,8.04,-0.8663,8.08,20191231,601958.SH,151507.54
62,57.0,57.0,178635.016,0.11000000000000032,8.08,8.14,7.86,7.9,1.3802,7.97,20191230,601958.SH,223401.36
63,58.0,58.0,243639.581,0.1899999999999995,7.97,8.2,7.75,7.77,2.4422,7.78,20191227,601958.SH,305143.55
64,59.0,59.0,73431.02900000001,0.03000000000000025,7.78,7.82,7.67,7.77,0.3871,7.75,20191226,601958.SH,94826.3
65,60.0,60.0,121937.407,-0.1299999999999999,7.75,7.96,7.7,7.84,-1.6497,7.88,20191225,601958.SH,156245.45
66,61.0,61.0,199615.146,0.22999999999999954,7.88,8.0,7.45,7.55,3.0065,7.65,20191224,601958.SH,257024.94
67,62.0,62.0,200906.236,0.14000000000000054,7.65,7.93,7.55,7.6,1.8642,7.51,20191223,601958.SH,258339.13
68,63.0,63.0,107167.572,-0.21,7.51,7.74,7.51,7.72,-2.7202,7.72,20191220,601958.SH,140610.01
69,64.0,64.0,88570.725,0.0,7.72,7.74,7.62,7.73,0.0,7.72,20191219,601958.SH,115393.95
70,65.0,65.0,85821.78199999999,-0.010000000000000677,7.72,7.76,7.66,7.75,-0.1294,7.73,20191218,601958.SH,111559.77
71,66.0,66.0,138351.997,0.1800000000000006,7.73,7.75,7.52,7.55,2.3841,7.55,20191217,601958.SH,180496.29
72,67.0,67.0,120756.019,0.08000000000000007,7.55,7.6,7.36,7.48,1.071,7.47,20191216,601958.SH,160953.07
73,68.0,68.0,108545.921,0.16999999999999993,7.47,7.52,7.36,7.38,2.3288,7.3,20191213,601958.SH,145886.63
74,69.0,69.0,58777.162,-0.009999999999999787,7.3,7.42,7.29,7.31,-0.1368,7.31,20191212,601958.SH,80048.04
75,70.0,70.0,54355.542,-0.10000000000000052,7.31,7.43,7.26,7.42,-1.3495,7.41,20191211,601958.SH,74103.01
76,71.0,71.0,75938.194,0.08000000000000007,7.41,7.42,7.29,7.32,1.0914,7.33,20191210,601958.SH,102709.13
77,72.0,72.0,80404.27900000001,-0.01999999999999957,7.33,7.39,7.27,7.35,-0.2721,7.35,20191209,601958.SH,109817.32
78,73.0,73.0,65531.258,0.05999999999999961,7.35,7.42,7.26,7.26,0.823,7.29,20191206,601958.SH,89245.49
79,74.0,74.0,60068.136,-0.009999999999999787,7.29,7.33,7.23,7.29,-0.13699999999999998,7.3,20191205,601958.SH,82593.04
