,Unnamed: 0,Unnamed: 0.1,amount,change,close,high,low,open,pct_chg,pre_close,trade_date,ts_code,vol
0,,,218402.403,-0.3499999999999943,34.59,35.1,34.05,34.96,-1.0017,34.94,20200410,002179.SZ,63179.58
1,,,189316.621,-0.3200000000000003,34.94,35.73,34.85,35.53,-0.9075,35.26,20200409,002179.SZ,53745.48
2,,,197408.966,-0.19000000000000483,35.26,35.55,34.86,35.4,-0.536,35.45,20200408,002179.SZ,56095.23
3,,,344681.055,1.4000000000000057,35.45,35.5,34.6,34.6,4.1116,34.05,20200407,002179.SZ,97894.51
0,0.0,,191407.593,0.049999999999997165,34.05,34.4,33.84,34.11,0.1471,34.0,20200403,002179.SZ,56147.28
1,1.0,,255303.984,0.0,34.0,34.0,33.23,33.99,0.0,34.0,20200402,002179.SZ,76009.6
2,2.0,,194374.88,-0.20000000000000284,34.0,34.45,33.94,34.18,-0.5848,34.2,20200401,002179.SZ,56932.34
3,3.0,,244675.48,-0.1699999999999946,34.2,34.91,33.83,34.71,-0.4946,34.37,20200331,002179.SZ,71677.25
4,4.0,,268728.92600000004,-0.6700000000000017,34.37,35.35,34.08,34.7,-1.9121,35.04,20200330,002179.SZ,77751.24
5,0.0,0.0,394222.539,1.5199999999999958,35.04,35.45,33.93,34.0,4.5346,33.52,20200327,002179.SZ,113079.91
6,1.0,1.0,239632.334,0.1900000000000049,33.52,34.05,32.9,33.28,0.5701,33.33,20200326,002179.SZ,71275.55
7,2.0,2.0,454980.571,0.10999999999999943,33.33,34.13,33.22,33.99,0.3311,33.22,20200325,002179.SZ,135659.25
8,3.0,3.0,228270.491,0.4200000000000017,33.22,33.5,32.55,33.17,1.2805,32.8,20200324,002179.SZ,69137.29
9,4.0,4.0,373242.82,-1.0200000000000031,32.8,33.36,32.16,33.08,-3.016,33.82,20200323,002179.SZ,114115.74
10,5.0,5.0,434515.804,-1.2000000000000028,33.82,35.53,33.8,34.7,-3.4266,35.02,20200320,002179.SZ,126842.98
11,6.0,6.0,555406.894,-0.20999999999999366,35.02,35.9,34.46,35.14,-0.5961,35.23,20200319,002179.SZ,158612.74
12,7.0,7.0,378024.203,-1.4500000000000028,35.23,37.14,34.88,36.69,-3.9531,36.68,20200318,002179.SZ,104690.36
13,8.0,8.0,301315.145,-0.3299999999999983,36.68,37.65,36.31,37.3,-0.8917,37.01,20200317,002179.SZ,81966.02
14,9.0,9.0,417124.307,-0.6200000000000045,37.01,38.5,36.68,37.63,-1.6476,37.63,20200316,002179.SZ,110706.82
15,10.0,10.0,353886.802,-0.14999999999999858,37.63,38.33,36.36,37.04,-0.397,37.78,20200313,002179.SZ,94818.45
