,Unnamed: 0,Unnamed: 0.1,amount,change,close,high,low,open,pct_chg,pre_close,trade_date,ts_code,vol
0,,,266379.227,-1.0900000000000034,37.26,38.57,36.62,38.52,-2.8422,38.35,20200410,002439.SZ,71424.27
1,,,163358.477,-0.22999999999999687,38.35,38.96,38.3,38.89,-0.5962,38.58,20200409,002439.SZ,42353.17
2,,,283350.805,-0.020000000000003126,38.58,39.18,38.31,38.62,-0.0518,38.6,20200408,002439.SZ,73232.76
3,,,319112.141,0.8800000000000026,38.6,39.2,38.44,38.59,2.333,37.72,20200407,002439.SZ,82416.54
0,0.0,,281745.683,-0.25,37.72,38.71,37.49,38.01,-0.6584,37.97,20200403,002439.SZ,73890.81
1,1.0,,326895.21,0.9699999999999988,37.97,38.0,36.6,36.7,2.6216,37.0,20200402,002439.SZ,87488.83
2,2.0,,304092.48,0.0,37.0,37.7,36.47,36.8,0.0,37.0,20200401,002439.SZ,81664.35
3,3.0,,274731.61600000004,-0.20000000000000284,37.0,37.84,36.92,37.5,-0.5376,37.2,20200331,002439.SZ,73832.26
4,4.0,,436423.355,-1.2799999999999943,37.2,38.0,36.0,38.0,-3.3264,38.48,20200330,002439.SZ,118539.01
5,0.0,0.0,349239.139,0.17999999999999972,38.48,38.98,37.88,38.62,0.47,38.3,20200327,002439.SZ,90664.67
6,1.0,1.0,410708.099,0.28999999999999915,38.3,39.09,37.53,38.08,0.763,38.01,20200326,002439.SZ,106914.49
7,2.0,2.0,499825.26,0.9099999999999966,38.01,38.66,37.63,37.94,2.4528,37.1,20200325,002439.SZ,131247.46
8,3.0,3.0,534933.235,1.4699999999999989,37.1,38.0,36.05,36.49,4.1257,35.63,20200324,002439.SZ,144739.46
9,4.0,4.0,471574.627,-1.5700000000000005,35.63,36.9,35.29,36.27,-4.2204,37.2,20200323,002439.SZ,130418.74
10,5.0,5.0,609485.8589999999,1.2000000000000028,37.2,37.54,36.04,36.7,3.3333,36.0,20200320,002439.SZ,165189.76
11,6.0,6.0,780155.844,-0.6000000000000014,36.0,37.3,34.65,36.42,-1.6393,36.6,20200319,002439.SZ,217819.95
12,7.0,7.0,736628.755,-0.4499999999999957,36.6,38.72,36.58,37.3,-1.2146,37.05,20200318,002439.SZ,195374.33
13,8.0,8.0,619578.045,0.39000000000000057,37.05,37.85,35.45,37.33,1.0638,36.66,20200317,002439.SZ,168337.78
14,9.0,9.0,726230.257,-3.200000000000003,36.66,40.27,36.5,39.86,-8.0281,39.86,20200316,002439.SZ,190965.78
15,10.0,10.0,606019.208,-0.13000000000000256,39.86,40.66,37.66,38.0,-0.3251,39.99,20200313,002439.SZ,154207.52
16,11.0,11.0,451144.511,-0.18999999999999773,39.99,40.28,38.7,39.65,-0.4729,40.18,20200312,002439.SZ,113964.78
17,12.0,12.0,482057.088,-0.8100000000000023,40.18,41.52,40.18,41.3,-1.9761,40.99,20200311,002439.SZ,118405.86
18,13.0,13.0,567441.275,1.6000000000000014,40.99,41.32,39.0,39.11,4.0619,39.39,20200310,002439.SZ,140807.24
19,14.0,14.0,612279.687,-2.3599999999999994,39.39,41.25,39.07,40.75,-5.6527,41.75,20200309,002439.SZ,152480.21
20,15.0,15.0,444235.021,0.030000000000001137,41.75,42.25,40.9,41.8,0.0719,41.72,20200306,002439.SZ,106411.38
21,16.0,16.0,554219.83,0.0,41.72,43.22,41.08,42.87,0.0,41.72,20200305,002439.SZ,132007.78
22,17.0,17.0,648647.1479999999,-0.6300000000000026,41.72,43.2,40.7,42.71,-1.4876,42.35,20200304,002439.SZ,154706.65
23,18.0,18.0,898938.803,0.5200000000000031,42.35,44.77,41.88,42.46,1.2431,41.83,20200303,002439.SZ,206426.23
24,19.0,19.0,877228.683,0.2399999999999949,41.83,42.76,40.32,42.53,0.5771,41.59,20200302,002439.SZ,210406.09
25,20.0,20.0,708188.4609999999,-2.1599999999999966,41.59,43.8,41.4,42.49,-4.9371,43.75,20200228,002439.SZ,167336.36
26,21.0,21.0,760811.243,1.0499999999999972,43.75,45.4,42.22,42.75,2.459,42.7,20200227,002439.SZ,173661.83
27,22.0,22.0,691161.02,-1.7199999999999989,42.7,45.13,42.55,43.75,-3.8721,44.42,20200226,002439.SZ,159426.79
28,23.0,23.0,888295.286,-0.4799999999999969,44.42,45.41,42.2,43.9,-1.069,44.9,20200225,002439.SZ,202100.1
29,24.0,24.0,677129.647,-0.3299999999999983,44.9,45.8,44.49,44.5,-0.7296,45.23,20200224,002439.SZ,150421.58
30,25.0,25.0,646669.2679999999,0.8799999999999955,45.23,46.15,44.6,44.65,1.9842,44.35,20200221,002439.SZ,142612.58
31,26.0,26.0,631557.0229999999,0.4699999999999989,44.35,44.87,43.4,43.45,1.0711,43.88,20200220,002439.SZ,143171.32
32,27.0,27.0,563946.249,-0.39000000000000057,43.88,44.87,43.2,43.99,-0.8809999999999999,44.27,20200219,002439.SZ,127868.6
33,28.0,28.0,745903.453,0.37000000000000455,44.27,44.98,43.6,44.8,0.8428,43.9,20200218,002439.SZ,169005.62
34,29.0,29.0,640500.7829999999,0.9099999999999966,43.9,44.49,42.88,43.6,2.1168,42.99,20200217,002439.SZ,146211.07
35,30.0,30.0,615609.88,-0.11999999999999746,42.99,45.07,42.58,43.09,-0.2784,43.11,20200214,002439.SZ,140712.96
36,31.0,31.0,840631.057,-0.8599999999999994,43.11,45.89,42.78,43.88,-1.9559,43.97,20200213,002439.SZ,189757.15
37,32.0,32.0,743505.146,2.2800000000000007,43.97,44.27,40.83,41.5,5.4689,41.69,20200212,002439.SZ,172998.64
38,33.0,33.0,456012.532,0.14000000000000054,41.69,42.88,40.71,41.43,0.3369,41.55,20200211,002439.SZ,108941.86
39,34.0,34.0,571990.3620000001,-0.29000000000000625,41.55,43.17,40.61,41.4,-0.6931,41.84,20200210,002439.SZ,136163.04
40,35.0,35.0,542359.636,1.1400000000000006,41.84,41.89,40.12,40.71,2.801,40.7,20200207,002439.SZ,132026.34
41,36.0,36.0,598812.746,2.5800000000000054,40.7,41.04,37.69,38.47,6.7681,38.12,20200206,002439.SZ,150278.68
42,37.0,37.0,507773.899,-0.75,38.12,39.57,37.68,39.2,-1.9295,38.87,20200205,002439.SZ,131075.69
43,38.0,38.0,591941.567,3.43,38.87,38.98,36.22,36.22,9.6783,35.44,20200204,002439.SZ,153671.27
44,39.0,39.0,464311.465,-3.75,35.44,37.19,35.27,35.4,-9.5688,39.19,20200203,002439.SZ,128477.36
45,40.0,40.0,488891.943,-0.9600000000000009,39.19,40.49,38.5,39.75,-2.391,40.15,20200123,002439.SZ,123686.27
46,41.0,41.0,472218.538,1.5499999999999972,40.15,40.56,37.8,37.99,4.0155,38.6,20200122,002439.SZ,119497.3
47,42.0,42.0,534849.831,-1.2999999999999972,38.6,39.6,37.57,39.6,-3.2581,39.9,20200121,002439.SZ,138546.87
48,43.0,43.0,706881.483,1.4200000000000017,39.9,40.55,37.68,38.6,3.6902,38.48,20200120,002439.SZ,180887.96
49,44.0,44.0,414261.565,1.2199999999999989,38.48,39.18,37.21,37.29,3.2743,37.26,20200117,002439.SZ,107734.9
50,45.0,45.0,281732.957,0.10000000000000142,37.26,38.13,37.01,37.43,0.2691,37.16,20200116,002439.SZ,75230.79
51,46.0,46.0,257678.129,0.27999999999999403,37.16,37.68,36.73,36.95,0.7592,36.88,20200115,002439.SZ,69389.17
52,47.0,47.0,372530.461,-1.0999999999999943,36.88,38.97,36.88,38.9,-2.8963,37.98,20200114,002439.SZ,99317.9
53,48.0,48.0,244193.267,0.5799999999999983,37.98,38.11,37.01,37.39,1.5508,37.4,20200113,002439.SZ,64794.08
54,49.0,49.0,292847.688,0.19999999999999574,37.4,38.25,36.8,37.07,0.5376,37.2,20200110,002439.SZ,78305.16
55,50.0,50.0,260871.881,0.4000000000000057,37.2,37.65,36.69,37.0,1.087,36.8,20200109,002439.SZ,70314.75
56,51.0,51.0,312374.845,-0.4200000000000017,36.8,37.77,36.66,36.99,-1.1284,37.22,20200108,002439.SZ,84059.81
57,52.0,52.0,314192.498,0.21999999999999886,37.22,37.42,36.3,36.7,0.5946,37.0,20200107,002439.SZ,85207.39
58,53.0,53.0,528288.7779999999,1.5700000000000005,37.0,37.7,35.1,35.38,4.4313,35.43,20200106,002439.SZ,143395.89
59,54.0,54.0,274046.227,0.4099999999999966,35.43,35.76,34.88,35.33,1.1708,35.02,20200103,002439.SZ,77633.96
60,55.0,55.0,459238.301,1.2200000000000055,35.02,35.98,33.71,34.03,3.6095,33.8,20200102,002439.SZ,131043.55
61,56.0,56.0,217467.298,-0.5100000000000051,33.8,34.6,33.53,34.25,-1.4864,34.31,20191231,002439.SZ,64185.77
